accountid1,New_subfoundtypeId,New_name,New_Description
c796bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
d896bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
2e02b760-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
4402b760-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
7a02b760-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
b3e8e155-55b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
4896bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
8896bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
8d96bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
9396bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
9796bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
a596bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
1cb4cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
c7bdc44e-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
1cbec44e-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
f1c8bd54-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
2a96bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
4796bb5a-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
ddb3cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
f7b3cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
fab3cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
feb3cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
07b4cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
0fb4cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
aedbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
b6dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
dbdbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
9f47d042-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
6fb3cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
7fb3cb48-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
89dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
8adbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
8cdbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
92dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
95dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
96dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
68dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
6cdbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
6edbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
70dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
84dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
86dbd43c-53b6-dd11-b898-00188b804fcd,217c66ef-2501-e411-8ef0-00155d331718,Endowed,"An organisation which owns a financial asset donation made in the form of investment funds or other property that has a stated purpose at the bequest of the donor. Most endowments are designed to keep the principal amount intact while using the investment income from dividends for charitable efforts. Endowments provide ongoing benefits by earning a market rate of interest while keeping the core endowment principal intact to fund future years of scholarships, or whatever efforts the donor sought to fund. In some cases, a certain percentage of the assets are allowed to be used each year, so the amount pulled out of the endowment could be a combination of interest income and principal. The ratio of principal to income would change year to year based on prevailing market rates."
