AccountId,Name,EMailAddress1,New_MainCategory,new_countryoforiginidName,New_officeId,New_Street1,New_Street2,New_ZIPPostalCode,New_City,new_countryidName
5328e530-53b6-dd11-b898-00188b804fcd,Bertelsmann Stiftung,info@bertelsmann-stiftung.de,1,Germany,6890cabb-cbb7-dd11-b898-00188b804fcd,Carl-Bertelsmann-Straße 256,Postfach 103,33311,Gütersloh,Germany
6028e530-53b6-dd11-b898-00188b804fcd,Fundação Luso-Americana para o Desenvolvimento,fladport@flad.pt,1,Portugal,8090cabb-cbb7-dd11-b898-00188b804fcd,Rua do Sacramento à Lapa 21,,1249-090,Lisbon,Portugal
6328e530-53b6-dd11-b898-00188b804fcd,"Community Foundation for Northern Ireland, The",info@communityfoundationni.org,3,United Kingdom,8490cabb-cbb7-dd11-b898-00188b804fcd,"Community House, Citylink Business Park",6A Albert Street,BT12 4HQ,Belfast,United Kingdom
6428e530-53b6-dd11-b898-00188b804fcd,Joseph Rowntree Charitable Trust,jrct@jrct.org.uk,1,United Kingdom,8690cabb-cbb7-dd11-b898-00188b804fcd,"The Garden House, Water End",,YO30 6WQ,York,United Kingdom
6828e530-53b6-dd11-b898-00188b804fcd,King Baudouin Foundation,info@kbs-frb.be,1,Belgium,9490cabb-cbb7-dd11-b898-00188b804fcd,"21, rue Brederode",,1000,Brussels,Belgium
6c28e530-53b6-dd11-b898-00188b804fcd,BMW Stiftung Herbert Quandt,info@bmw-stiftung.de,1,Germany,01bdcac1-cbb7-dd11-b898-00188b804fcd,Reinhardstrasse 58,,10117,Berlin,Germany
7d28e530-53b6-dd11-b898-00188b804fcd,Open Estonia Foundation,info@oef.org.ee,1,Estonia,27bdcac1-cbb7-dd11-b898-00188b804fcd,Estonia Avenue pst 5A,,10143,Tallinn,Estonia
8428e530-53b6-dd11-b898-00188b804fcd,Fritz Thyssen Stiftung,fts@fritz-thyssen-stiftung.de,1,Germany,37bdcac1-cbb7-dd11-b898-00188b804fcd,Apostelnkloster 13-15,,50672,Köln,Germany
8528e530-53b6-dd11-b898-00188b804fcd,Fundación ONCE,dae@fundaciononce.es,1,Spain,38bdcac1-cbb7-dd11-b898-00188b804fcd,C/ Sebastián Herrera 15,,28012,Madrid,Spain
9b28e530-53b6-dd11-b898-00188b804fcd,Deutsche Bundesstiftung Umwelt,f.blome@dbu.de,1,Germany,62bdcac1-cbb7-dd11-b898-00188b804fcd,An der Bornau 2,,49090,Osnabrück,Germany
9e28e530-53b6-dd11-b898-00188b804fcd,Svenska Kulturfonden,kansliet@kulturfonden.fi,1,Finland,d71636c8-cbb7-dd11-b898-00188b804fcd,Simonsgatan 8,5th Floor,00100,Helsinki,Finland
bb28e530-53b6-dd11-b898-00188b804fcd,Trust for London,info@trustforlondon.org.uk,1,United Kingdom,1e1736c8-cbb7-dd11-b898-00188b804fcd,6 Middle Street,,EC1A 7PH,London,United Kingdom
abd0db36-53b6-dd11-b898-00188b804fcd,Foundation for an Open Society DOTS,sfl@sfl.lv,1,Latvia,2a1736c8-cbb7-dd11-b898-00188b804fcd,"Alberta iela, 13",,LV-1010,Riga,Latvia
b0d0db36-53b6-dd11-b898-00188b804fcd,Compagnia di San Paolo,info@compagniadisanpaolo.it,1,Italy,311736c8-cbb7-dd11-b898-00188b804fcd,"Corso Vittorio Emanuele II, 75",,10128,Torino,Italy
b4d0db36-53b6-dd11-b898-00188b804fcd,"Medtronic Foundation, The",rs.medtronicphilanthropy@medtronic.com,2,United States,d2ef46ce-cbb7-dd11-b898-00188b804fcd,"710 Medtronic Parkway, MS LC 300",,MN 55432,Minneapolis,United States
bfd0db36-53b6-dd11-b898-00188b804fcd,Third Sector Foundation of Turkey,info@tusev.org.tr,1,Turkey,ebef46ce-cbb7-dd11-b898-00188b804fcd,Bankalar Caddesi  Nº2. Minerva Han Kat:5 Karaköy,,34420,Istanbul,Turkey
c5d0db36-53b6-dd11-b898-00188b804fcd,Gerda Henkel Stiftung,info@gerda-henkel-stiftung.de,1,Germany,fcef46ce-cbb7-dd11-b898-00188b804fcd,Malkastenstrasse 15,,40211,Dusseldorf,Germany
d6d0db36-53b6-dd11-b898-00188b804fcd,Trust for Mutual Understanding,tmu@tmuny.org,,United States,2ef046ce-cbb7-dd11-b898-00188b804fcd,"1 Rockefeller Plaza, Room 2500",,NY 10020,New York,United States
e4d0db36-53b6-dd11-b898-00188b804fcd,"VELUX Foundations, The",info@veluxfoundations.dk,1,Denmark,4df046ce-cbb7-dd11-b898-00188b804fcd,Tobaksvejen 10,,2860,Søborg,Denmark
e9d0db36-53b6-dd11-b898-00188b804fcd,Jenny and Antti Wihuri Foundation,toimisto@wihurinrahasto.fi,1,Finland,755942d4-cbb7-dd11-b898-00188b804fcd,"Arkadiankatu, 21A 14",,FI-00100,Helsinki,Finland
f3d0db36-53b6-dd11-b898-00188b804fcd,Lundbeckfonden,mail@lundbeckfonden.com,2,Denmark,8c5942d4-cbb7-dd11-b898-00188b804fcd,7 Scherfigsvej,,2100,Copenhagen O,Denmark
f7d0db36-53b6-dd11-b898-00188b804fcd,International Renaissance Foundation,irf@irf.kiev.ua,1,Ukraine,925942d4-cbb7-dd11-b898-00188b804fcd,46 Artema Street,,04053,Kiev,Ukraine
fdd0db36-53b6-dd11-b898-00188b804fcd,Eurasia Foundation,eurasia@eurasia.org,1,United States,b35942d4-cbb7-dd11-b898-00188b804fcd,"1350 Connecticut Avenue NW, Suite 1000",,20036,Washington DC,United States
04d1db36-53b6-dd11-b898-00188b804fcd,Fondazione di Venezia,segreteria@fondazionedivenezia.org,1,Italy,dd5942d4-cbb7-dd11-b898-00188b804fcd,Dorsoduro 3488/U,,30123,Venice,Italy
11d1db36-53b6-dd11-b898-00188b804fcd,Bodossaki Foundation,secr@bodossaki.gr,1,Greece,f25942d4-cbb7-dd11-b898-00188b804fcd,"5, Vas. Georgiou B' Str.",,10674,Athens,Greece
1ed1db36-53b6-dd11-b898-00188b804fcd,Freudenberg Stiftung GmbH,info@freudenbergstiftung.de,1,Germany,0e5a42d4-cbb7-dd11-b898-00188b804fcd,Freudenberg Straße 2,,69469,Weinheim,Germany
